collection,série,titre,date,pages,prix,âge,scenario,dessin,contenu VO,EAN,url,url cover
DC Black Label,Luthor - Edition Black Label,Luthor – nouvelle édition,2019-10-25,160,16.00,15+,Brian Azzarello,Lee Bermejo,"Luthor, Lex Deluxe Edition",9791026819981,https://www.urban-comics.com/luthor-nouvelle-edition/,https://bdi.dlpdomain.com/album/9791026819981/couv/M385x862/luthor-8211-nouvelle-edition.jpg
DC Black Label,Plunge,Plunge,2021-05-28,168,16.00,12+,Joe Hill,Stuart Immonen,Plunge #1-6,9791026828389,https://www.urban-comics.com/plunge/,https://bdi.dlpdomain.com/album/9791026828389/couv/M385x862/plunge.jpg
DC Black Label,Punk Rock Jésus édition Black Label,Punk Rock Jésus édition Black Label,2020-10-02,232,20.00,12+,Sean Murphy,Sean Murphy,Punk Rock Jesus #1-6 (Tpb),9791026815556,https://www.urban-comics.com/punk-rock-jesus-edition-black-label/,https://bdi.dlpdomain.com/album/9791026815556/couv/M385x862/punk-rock-jesus-edition-black-label.jpg
DC Black Label,Rorschach,Rorschach,2022-06-03,320,29.00,12+,Tom King,Jorge Fornés,Rorschach #1-12,9791026821045,https://www.urban-comics.com/rorschach/,https://bdi.dlpdomain.com/album/9791026821045/couv/M385x862/rorschach.jpg
DC Black Label,Sandman - The Dreaming,Sandman – The Dreaming tome 1,2022-02-11,280,23.00,15+,Si Spurrier|Neil Gaiman|Kat Howard|Nalo Hopkinson|Dan Watters,Bilquis Evely|Max FIUMARA|Abigail Larson|Tom Fowler|Sebastian Fiumara,Sandman The Dreaming #1-9 + The Sandman Universe,9791026816935,https://www.urban-comics.com/sandman-the-dreaming-tome-1/,https://bdi.dlpdomain.com/album/9791026816935/couv/M385x862/sandman-8211-the-dreaming-tome-1.jpg
DC Black Label,Sandman - The Dreaming,Sandman – The Dreaming tome 2,2022-03-11,272,23.00,15+,Neil Gaiman|Si Spurrier,Bilquis Evely,Sandman the Dreaming #11-20,9791026819196,https://www.urban-comics.com/sandman-the-dreaming-tome-2/,https://bdi.dlpdomain.com/album/9791026819196/couv/M385x862/sandman-8211-the-dreaming-tome-2.jpg
DC Black Label,Strange Adventures,Strange Adventures,2022-04-29,432,35.00,9+,Tom King,Mitch GERADS|Evan Doc Shaner,Strange Adventures #1-12 + Director's cut #1,9791026820178,https://www.urban-comics.com/strange-adventures/,https://bdi.dlpdomain.com/album/9791026820178/couv/M385x862/strange-adventures.jpg
DC Black Label,Suicide Squad : Get Joker !,Suicide Squad : Get Joker !,2022-08-26,160,16.00,12+,Brian Azzarello,Alex Maleev,Suicide Squad : Get Joker #1-3,9791026828303,https://www.urban-comics.com/suicide-squad-get-joker/,https://bdi.dlpdomain.com/album/9791026828303/couv/M385x862/suicide-squad-get-joker.jpg
DC Black Label,Superman Red Son édition Black Label,Superman Red Son édition Black Label,2020-10-09,176,18.00,12+,Mark Millar,Dave Johnson|Killian Plunkett, Contenu : Superman Red Son #1-3,9791026823742,https://www.urban-comics.com/superman-red-son-edition-black-label/,https://bdi.dlpdomain.com/album/9791026823742/couv/M385x862/superman-red-son-edition-black-label.jpg
DC Black Label,Sweet tooth,Sweet tooth tome 1 – nouvelle édition,2021-07-15,296,23.00,12+,Jeff Lemire|Myracle Lauren,Jeff Lemire|Goodhart Isaac,,9791026819868,https://www.urban-comics.com/sweet-tooth-tome-1-nouvelle-edition/,https://bdi.dlpdomain.com/album/9791026819868/couv/M385x862/sweet-tooth-tome-1-8211-nouvelle-edition.jpg
DC Black Label,Sweet tooth,Sweet tooth tome 2 – nouvelle édition,2021-07-15,336,29.00,12+,Jeff Lemire,Jeff Lemire,,9791026820802,https://www.urban-comics.com/sweet-tooth-tome-2-nouvelle-edition/,https://bdi.dlpdomain.com/album/9791026820802/couv/M385x862/sweet-tooth-tome-2-8211-nouvelle-edition.jpg
DC Black Label,Sweet tooth,Sweet tooth tome 3 – nouvelle édition,2021-07-15,384,29.00,12+,Jeff Lemire,Jeff Lemire,,9791026820574,https://www.urban-comics.com/sweet-tooth-tome-3-nouvelle-edition/,https://bdi.dlpdomain.com/album/9791026820574/couv/M385x862/sweet-tooth-tome-3-8211-nouvelle-edition.jpg
DC Black Label,Sweet tooth,Sweet Tooth The Return,2021-10-01,160,16.00,12+,Jeff Lemire,Jeff Lemire,Sweet Tooth – The Return #1-6,9791026822080,https://www.urban-comics.com/sweet-tooth-the-return/,https://bdi.dlpdomain.com/album/9791026822080/couv/M385x862/sweet-tooth-the-return.jpg
DC Black Label,Trois Jokers,Trois Jokers,2021-10-01,176,18.00,12+,Geoff Johns,Jayson Fabok,Batman: The Three Jokers #1-3,9791026818359,https://www.urban-comics.com/trois-jokers/,https://bdi.dlpdomain.com/album/9791026818359/couv/M385x862/trois-jokers.jpg
DC Black Label,Trois Jokers,couv variante Batgirl + carte 2,2021-10-01,178,20.00,12+,Geoff Johns,Jayson Fabok,Batman: The Three Jokers #1-3,9791026828655,https://www.urban-comics.com/couv-variante-batgirl-carte-2/,https://bdi.dlpdomain.com/album/9791026828655/couv/M385x862/couv-variante-batgirl-carte-2.jpg
DC Black Label,Trois Jokers,couv variante Batman + carte 1,2021-10-01,178,20.00,12+,Geoff Johns,Jayson Fabok,Batman: The Three Jokers #1-3,9791026828648,https://www.urban-comics.com/couv-variante-batman-carte-1/,https://bdi.dlpdomain.com/album/9791026828648/couv/M385x862/couv-variante-batman-carte-1.jpg
DC Black Label,Trois Jokers,couv variante Red Hood + carte 3,2021-10-01,178,20.00,12+,Geoff Johns,Jayson Fabok,Batman: The Three Jokers #1-3,9791026828662,https://www.urban-comics.com/couv-variante-red-hood-carte-3/,https://bdi.dlpdomain.com/album/9791026828662/couv/M385x862/couv-variante-red-hood-carte-3.jpg
DC Black Label,V pour Vendetta- Edition Black Label,V pour Vendetta Nouvelle édition,2020-05-29,400,29.00,15+,Alan Moore,David Lloyd,V for Vendetta #1-10,9791026815594,https://www.urban-comics.com/v-pour-vendetta-nouvelle-edition/,https://bdi.dlpdomain.com/album/9791026815594/couv/M385x862/v-pour-vendetta-nouvelle-edition.jpg
DC Chronicles,,Batman Chronicles – 1987 volume 1,2022-06-17,448,35.00,9+,Frank Miller|Mike W. Barr,David Mazzucchelli|Jerry Bingham,Batman #402-414 + Batman Annual #11 + Batman Son of the Demon,9791026819905,https://www.urban-comics.com/batman-chronicles-1987-volume-1/,https://bdi.dlpdomain.com/album/9791026819905/couv/M385x862/batman-chronicles-8211-1987-volume-1.jpg
DC Chronicles,,Batman Chronicles – 1987 volume 2,2022-08-19,360,35.00,9+,Collectif,Collectif,Detective Comics 569-581,9791026826972,https://www.urban-comics.com/batman-chronicles-1987-volume-2/,https://bdi.dlpdomain.com/album/9791026826972/couv/M385x862/batman-chronicles-8211-1987-volume-2.jpg
DC Classiques,,Harley Quinn & Les Sirènes de Gotham,2020-01-17,256,23.00,9+,Paul Dini|Collectif,Guillem March|Collectif,Gotham Sirens #1-10,9791026818090,https://www.urban-comics.com/harley-quinn-les-sirenes-de-gotham/,https://bdi.dlpdomain.com/album/9791026818090/couv/M385x862/harley-quinn-amp-les-sirenes-de-gotham.jpg
DC Classiques,52,52 Tome 1,2017-09-29,320,29.00,12+,Grant Morrison|Greg Rucka|Mark Waid|Geoff Johns,Collectif,,9791026811497,https://www.urban-comics.com/52-tome-1/,https://bdi.dlpdomain.com/album/9791026811497/couv/M385x862/52-tome-1.jpg
DC Classiques,52,52 Tome 2,2018-02-23,320,29.00,12+,Grant Morrison|Greg Rucka|Mark Waid|Geoff Johns,Collectif,52 #14-26,9791026813965,https://www.urban-comics.com/52-tome-2/,https://bdi.dlpdomain.com/album/9791026813965/couv/M385x862/52-tome-2.jpg
DC Classiques,52,52 Tome 3,2018-06-29,320,29.00,12+,Grant Morrison|Greg Rucka|Mark Waid|Geoff Johns,Collectif,52 #27-39,9791026813972,https://www.urban-comics.com/52-tome-3/,https://bdi.dlpdomain.com/album/9791026813972/couv/M385x862/52-tome-3.jpg
DC Classiques,52,52 Tome 4,2018-09-28,344,27.49,12+,Geoff Johns|Mark Waid|Greg Rucka|Grant Morrison,Collectif|Keith Giffen,52 #40-52,9791026813989,https://www.urban-comics.com/52-tome-4/,https://bdi.dlpdomain.com/album/9791026813989/couv/M385x862/52-tome-4.jpg
DC Classiques,Aquaman Sub-Diego,Aquaman Sub-Diego Tome 1,2018-08-31,320,27.49,12+,John Arcudi|Collectif,Patrick Gleason,Aquaman (2003) #15-27,9791026815273,https://www.urban-comics.com/aquaman-sub-diego-tome-1/,https://bdi.dlpdomain.com/album/9791026815273/couv/M385x862/aquaman-sub-diego-tome-1.jpg
DC Classiques,Aquaman Sub-Diego,Aquaman Sub-Diego tome 2,2018-11-23,296,23.00,12+,John Arcudi,Patrick Gleason,Contenu : Aquaman #28-39,9791026829331,https://www.urban-comics.com/aquaman-sub-diego-tome-2/,https://bdi.dlpdomain.com/album/9791026829331/couv/M385x862/aquaman-sub-diego-tome-2.jpg
DC Classiques,Archives de la Suicide Squad (les),Archives de la Suicide Squad Tome 1 (Les),2016-08-19,,35.00,12+,John Ostrander,Luke McDonnell,,9782365778534,https://www.urban-comics.com/archives-de-la-suicide-squad-tome-1-les/,https://bdi.dlpdomain.com/album/9782365778534/couv/M385x862/archives-de-la-suicide-squad-tome-1-les.jpg
DC Classiques,Archives de la Suicide Squad (les),Archives de la Suicide Squad Tome 2 (Les),2017-08-18,536,35.00,12+,John Ostrander,Luke McDonnell,,9791026811510,https://www.urban-comics.com/archives-de-la-suicide-squad-tome-2-les/,https://bdi.dlpdomain.com/album/9791026811510/couv/M385x862/archives-de-la-suicide-squad-tome-2-les.jpg
DC Classiques,Archives de la Suicide Squad (les),Les archives de la Suicide Squad Tome 3,2021-07-09,464,35.00,12+,John Ostrander,Collectif,,9791026814177,https://www.urban-comics.com/les-archives-de-la-suicide-squad-tome-3/,https://bdi.dlpdomain.com/album/9791026814177/couv/M385x862/les-archives-de-la-suicide-squad-tome-3.jpg
DC Classiques,Archives de la Suicide Squad (les),Les Archives de la Suicide Squad Tome 4,2021-12-03,432,35.00,12+,John Ostrander,Collectif,Suicide Squad (1987) #50-66,9791026828600,https://www.urban-comics.com/les-archives-de-la-suicide-squad-tome-4/,https://bdi.dlpdomain.com/album/9791026828600/couv/M385x862/les-archives-de-la-suicide-squad-tome-4.jpg
DC Classiques,Batman - L'énigme de Red Hood,Batman – L'énigme de Red Hood,2016-04-29,512,35.00,12+,Judd Winick,Doug Mahnke,,9782365778725,https://www.urban-comics.com/batman-lenigme-de-red-hood/,https://bdi.dlpdomain.com/album/9782365778725/couv/M385x862/batman-8211-l-rsquo-enigme-de-red-hood.jpg
DC Classiques,Batman Cataclysme,Batman Cataclysme,2014-03-21,496,35.00,12+,Collectif,Collectif,,9782365773331,https://www.urban-comics.com/batman-cataclysme/,https://bdi.dlpdomain.com/album/9782365773331/couv/M385x862/batman-cataclysme.jpg
DC Classiques,Batman Knightfall,Batman Knightfall tome 1,2012-07-06,344,29.00,12+,Collectif,Collectif,,9782365770767,https://www.urban-comics.com/batman-knightfall-tome-1/,https://bdi.dlpdomain.com/album/9782365770767/couv/M385x862/batman-knightfall-tome-1.jpg
DC Classiques,Batman Knightfall,Batman Knightfall tome 2,2012-11-16,352,29.00,12+,Collectif,Collectif,,9782365771283,https://www.urban-comics.com/batman-knightfall-tome-2/,https://bdi.dlpdomain.com/album/9782365771283/couv/M385x862/batman-knightfall-tome-2.jpg
DC Classiques,Batman Knightfall,Batman Knightfall tome 3,2013-02-01,452,29.00,12+,Collectif,Collectif,,9782365771849,https://www.urban-comics.com/batman-knightfall-tome-3/,https://bdi.dlpdomain.com/album/9782365771849/couv/M385x862/batman-knightfall-tome-3.jpg
DC Classiques,Batman Knightfall,Batman Knightfall tome 4,2013-09-06,384,29.00,12+,Collectif,Collectif,,9782365772556,https://www.urban-comics.com/batman-knightfall-tome-4/,https://bdi.dlpdomain.com/album/9782365772556/couv/M385x862/batman-knightfall-tome-4.jpg
DC Classiques,Batman Knightfall,Batman Knightfall tome 5,2014-01-24,352,29.00,12+,Collectif,Collectif,,9782365773362,https://www.urban-comics.com/batman-knightfall-tome-5/,https://bdi.dlpdomain.com/album/9782365773362/couv/M385x862/batman-knightfall-tome-5.jpg
DC Classiques,Batman La Nouvelle Aube,Batman La Nouvelle Aube,2012-03-09,128,15.00,12+,David Finch,David Finch|Jayson Fabok|Scott Williams,,9782365770101,https://www.urban-comics.com/batman-la-nouvelle-aube/,https://bdi.dlpdomain.com/album/9782365770101/couv/M385x862/batman-la-nouvelle-aube.jpg
DC Classiques,Batman Le Fils Prodigue,Batman Le Fils Prodigue,2014-02-21,424,33.18,12+,Collectif,Collectif,,9782365773348,https://www.urban-comics.com/batman-le-fils-prodigue/,https://bdi.dlpdomain.com/album/9782365773348/couv/M385x862/batman-le-fils-prodigue.jpg
DC Classiques,Batman Meurtrier & Fugitif,Batman Meurtrier & Fugitif tome 1,2018-05-04,352,29.00,6+,Greg Rucka|Chuck Dixon,Rick Burchett|Collectif,Batman #10-Cent + Detective Comics #766 + Batgirl #24 + Nightwing #65 + Gotham Nights #25 + Birds of Prey #39 + Robin #98 + Batman #599 + Detective Comics #767 + Nightwing #66 + Gotham Nights #26 + Robin #99 + Birds of Prey #40 + Batman #600,9791026813491,https://www.urban-comics.com/batman-meurtrier-fugitif-tome-1/,https://bdi.dlpdomain.com/album/9791026813491/couv/M385x862/batman-meurtrier-amp-fugitif-tome-1.jpg
DC Classiques,Batman Meurtrier & Fugitif,Batman Meurtrier & Fugitif tome 2,2018-11-16,352,29.00,6+,Chuck Dixon|Greg Rucka,Collectif|Rick Burchett,"Contenu : Gotham Knights #27-29 + Birds of Prey #41, 43 + Batman #601-604 + Detective Comics #768-770 + Batgirl #27 + Nightwing #68-69",9791026814306,https://www.urban-comics.com/batman-meurtrier-fugitif-tome-2/,https://bdi.dlpdomain.com/album/9791026814306/couv/M385x862/batman-meurtrier-amp-fugitif-tome-2.jpg
DC Classiques,Batman Meurtrier & Fugitif,Batman Meurtrier & Fugitif tome 3,2019-02-15,384,29.00,6+,Chuck Dixon|Greg Rucka,Collectif|Rick Burchett,Contenu : Detective Comics #771-775 + Batgirl #29 + #33 + Gotham Knights #30-32 + Azrael #91-92 + Batman #605-607,9791026816089,https://www.urban-comics.com/batman-meurtrier-fugitif-tome-3/,https://bdi.dlpdomain.com/album/9791026816089/couv/M385x862/batman-meurtrier-amp-fugitif-tome-3.jpg
DC Classiques,Batman New Gotham,Batman – New Gotham Tome 1,2017-06-16,344,29.00,12+,Greg Rucka,Collectif,,9791026812005,https://www.urban-comics.com/batman-new-gotham-tome-1/,https://bdi.dlpdomain.com/album/9791026812005/couv/M385x862/batman-8211-new-gotham-tome-1.jpg
DC Classiques,Batman New Gotham,Batman New Gotham Tome 2,2017-09-22,296,23.00,12+,Greg Rucka|Ed Brubaker,Collectif,,9782365779012,https://www.urban-comics.com/batman-new-gotham-tome-2/,https://bdi.dlpdomain.com/album/9782365779012/couv/M385x862/batman-new-gotham-tome-2.jpg
DC Classiques,Batman New Gotham,Batman New Gotham Tome 3,2018-02-23,296,23.00,12+,Greg Rucka,Rick Burchett|Shawn Martinbrough,Detective Comics #756-765 + Superman #168,9782365779319,https://www.urban-comics.com/batman-new-gotham-tome-3/,https://bdi.dlpdomain.com/album/9782365779319/couv/M385x862/batman-new-gotham-tome-3.jpg
DC Classiques,Batman No Man's Land,Batman No Man's Land tome 1,2014-04-11,,29.00,12+,Collectif,Collectif,,9782365773355,https://www.urban-comics.com/batman-no-mans-land-tome-1/,https://bdi.dlpdomain.com/album/9782365773355/couv/M385x862/batman-no-man-rsquo-s-land-tome-1.jpg
DC Classiques,Batman No Man's Land,Batman No Man's Land tome 2,2014-07-04,352,29.00,12+,Collectif,Collectif,,9782365773928,https://www.urban-comics.com/batman-no-mans-land-tome-2/,https://bdi.dlpdomain.com/album/9782365773928/couv/M385x862/batman-no-man-rsquo-s-land-tome-2.jpg
DC Classiques,Batman No Man's Land,Batman No Man's Land tome 3,2014-09-12,352,29.00,12+,Collectif,Collectif,,9782365774116,https://www.urban-comics.com/batman-no-mans-land-tome-3/,https://bdi.dlpdomain.com/album/9782365774116/couv/M385x862/batman-no-man-rsquo-s-land-tome-3.jpg
DC Classiques,Batman No Man's Land,Batman No Man's Land tome 4,2015-04-03,352,29.00,12+,Collectif,Collectif,,9782365776356,https://www.urban-comics.com/batman-no-mans-land-tome-4/,https://bdi.dlpdomain.com/album/9782365776356/couv/M385x862/batman-no-man-rsquo-s-land-tome-4.jpg
DC Classiques,Batman No Man's Land,Batman – No Man's Land tome 5,2015-07-10,352,29.00,12+,Collectif,Collectif,,9782365776363,https://www.urban-comics.com/batman-no-mans-land-tome-5/,https://bdi.dlpdomain.com/album/9782365776363/couv/M385x862/batman-8211-no-man-rsquo-s-land-tome-5.jpg
DC Classiques,Batman No Man's Land,Batman – No Man's Land tome 6,2015-10-09,376,29.00,12+,Collectif,Collectif,,9782365776370,https://www.urban-comics.com/batman-no-mans-land-tome-6/,https://bdi.dlpdomain.com/album/9782365776370/couv/M385x862/batman-8211-no-man-rsquo-s-land-tome-6.jpg
DC Classiques,Blackest Night,Blackest Night tome 1,2013-02-15,296,23.00,12+,Geoff Johns,Ivan Reis|Doug Mahnke,,9782365771917,https://www.urban-comics.com/blackest-night-tome-1/,https://bdi.dlpdomain.com/album/9782365771917/couv/M385x862/blackest-night-tome-1.jpg
DC Classiques,Blackest Night,Blackest Night tome 2,2013-04-12,296,23.00,12+,Geoff Johns,Ivan Reis|Doug Mahnke,,9782365772044,https://www.urban-comics.com/blackest-night-tome-2/,https://bdi.dlpdomain.com/album/9782365772044/couv/M385x862/blackest-night-tome-2.jpg
DC Classiques,Brightest Day,Brightest Day tome 1,2013-06-07,256,23.00,12+,Geoff Johns|Peter Tomasi,Collectif,,9782365772440,https://www.urban-comics.com/brightest-day-tome-1/,https://bdi.dlpdomain.com/album/9782365772440/couv/M385x862/brightest-day-tome-1.jpg
DC Classiques,Brightest Day,Brightest Day tome 2,2013-08-23,240,23.00,12+,Geoff Johns|Peter Tomasi,Collectif,,9782365772679,https://www.urban-comics.com/brightest-day-tome-2/,https://bdi.dlpdomain.com/album/9782365772679/couv/M385x862/brightest-day-tome-2.jpg
DC Classiques,Brightest Day,Brightest Day tome 3,2013-10-25,288,23.00,12+,Geoff Johns|Peter Tomasi,Collectif,,9782365772785,https://www.urban-comics.com/brightest-day-tome-3/,https://bdi.dlpdomain.com/album/9782365772785/couv/M385x862/brightest-day-tome-3.jpg
DC Classiques,Checkmate,Checkmate Tome 1,2016-09-30,,29.00,12+,Greg Rucka,Jesus Saiz,,9791026810230,https://www.urban-comics.com/checkmate-tome-1/,https://bdi.dlpdomain.com/album/9791026810230/couv/M385x862/checkmate-tome-1.jpg
DC Classiques,Checkmate,Checkmate Tome 2,2017-02-24,396,29.00,12+,Collectif|Greg Rucka,Collectif,,9791026811039,https://www.urban-comics.com/checkmate-tome-2/,https://bdi.dlpdomain.com/album/9791026811039/couv/M385x862/checkmate-tome-2.jpg
DC Classiques,Final Crisis,Final Crisis Tome 1,2018-05-18,400,35.00,12+,Grant Morrison,Jh Williams III|Cameron Stewart|Ryan Sook|Frazer Irving,"Seven Soldiers of Victory #0, Seven Soldiers: Shining Knight #1-4, Seven Soldiers: Guardian #1-4, Seven Soldiers: Zatanna #1-3, Seven Soldiers: Klarion the Witcher Boy #1-3",9791026814627,https://www.urban-comics.com/final-crisis-tome-1/,https://bdi.dlpdomain.com/album/9791026814627/couv/M385x862/final-crisis-tome-1.jpg
DC Classiques,Final Crisis,Final Crisis Tome 2,2018-08-17,400,33.18,12+,Grant Morrison,Freddie E. Williams II|Doug MAHNKE|Yanick Paquette|Jh Williams III|Frazer IRVING|Ryan Sook|Cameron Stewart,,9791026815259,https://www.urban-comics.com/final-crisis-tome-2/,https://bdi.dlpdomain.com/album/9791026815259/couv/M385x862/final-crisis-tome-2.jpg
